"Territory","year","recruitment_female","recruitment_male","breeding_proba","hatching_success","productivity","wind_b2_prebreeding","wind_a7_prebreeding","rainfall_prebredding","min_T_prebreeding","max_T_prebreeding","wind_b2_incubation","wind_a7_incubation","rainfall_incubation","min_T_incubation","max_T_incubation","wind_b2_rearing","wind_a7_rearing","rainfall_rearing","min_T_rearing","max_T_rearing","number_recruitment","fledging_success"
7,2018,1,0,0,0,0,20,0,132.723,1.236,14.06,7,0,71.389,-3.116,12.438,59,0,287.26,4.092,24.726,"F",0
7,2019,0,0,1,1,1,23,3,77.034,0.974,11.895,15,0,4.315,5.381,12.179,51,2,130.26,7.089,31.198,"0",1
7,2020,0,0,1,1,1,29,0,101.276,3.6,15,10,0,35.107,4.629,13.751,64,0,197.563,3.8,24.733,"0",1
7,2021,0,0,1,1,1,22,1,108.538,-0.34,12.442,17,0,8.22,4.326,12.116,51,3,180.418,4.656,25.554,"0",1
7,2022,0,0,1,1,1,34,3,64.238,1.19,14.205,15,0,9.911,3.778,13.109,65,2,83.631,3.775,27.63,"0",1
72,2010,1,1,0,0,0,26,0,201.433,-4.072,12.021,8,0,80.861,0.602,9.276,62,2,302.369,6.07,23.507,"MF",0
72,2011,0,0,1,1,0,34,0,109.052,-2.507,11.233,13,0,60.241,3.588,10.717,68,1,191.829,6.904,23.973,"0",0
72,2012,0,1,1,1,1,21,2,23.887,-5.562,10.829,20,1,1.393,3.337,12.242,50,1,244.23,6.827,25.853,"M",1
72,2013,0,0,1,1,0,24,2,82.068,-1.626,10.505,17,2,53.478,-2.464,10.243,41,0,301.537,2.108,26.115,"0",0
72,2014,0,0,1,1,2,27,1,405.723,2.948,10.731,16,0,51.291,4.715,11.497,55,0,146.401,6.331,24.451,"0",1
72,2015,0,0,1,1,2,23,0,103.797,0.192,12.95,18,1,64.146,4.5,11.302,64,3,190.513,6.649,24.203,"0",1
72,2016,0,0,1,1,2,44,0,78.013,1.137,12.954,11,0,53.705,3.653,10.219,37,1,131.458,5.382,24.441,"0",1
72,2017,0,0,1,1,2,30,1,77.756,-1.539,12.134,16,0,31.743,5.264,13.372,61,0,178.829,7.623,26.288,"0",1
72,2018,0,0,1,1,0,26,1,127.028,0.716,13.355,9,0,82.214,-3.539,11.502,64,0,311.162,3.399,24.106,"0",0
72,2019,0,0,1,1,2,26,2,84.19,0.101,11.702,16,0,4.502,4.842,11.668,60,1,146.595,6.493,30.402,"0",1
72,2020,0,0,1,1,1,34,0,106.106,2.96,15.294,11,0,41.838,4.046,13.04,72,0,220.449,2.696,24.114,"0",1
72,2021,0,0,1,1,1,25,0,118.322,-0.942,12.07,18,0,8.063,3.464,11.625,63,1,202.369,3.833,24.498,"0",1
72,2022,0,0,1,1,2,39,0,71.022,1.364,13.885,16,0,7.54,3.23,12.914,73,2,99.447,3.301,26.741,"0",1
75,2015,1,1,1,1,1,21,1,104.757,0.776,12.816,11,3,60.639,5.244,12.186,58,5,196.535,7.268,25.505,"MF",1
75,2016,0,0,1,1,2,42,1,68.907,2.182,13.521,8,1,50.388,4.052,10.564,33,2,114.342,5.793,25.438,"0",1
75,2017,0,0,1,0,0,23,2,76.736,-0.668,13.279,13,0,27.266,6.184,14.274,57,1,171.16,8.211,27.299,"0",0
75,2018,0,0,1,1,0,19,0,134.009,1.631,14.614,7,0,66.213,-2.689,12.857,56,0,269.7,4.463,24.993,"0",0
75,2019,0,0,1,1,2,21,4,68.551,1.363,12.105,15,0,2.984,5.85,12.536,50,3,119.836,7.519,31.466,"0",1
75,2020,0,0,1,1,1,29,0,95.729,3.92,15.083,9,0,30.412,5.257,13.974,61,0,189.107,4.336,25.149,"0",1
75,2021,0,0,1,1,2,21,1,103.067,0.082,12.781,16,0,7.827,4.886,12.465,49,3,164.771,5.106,26.031,"0",1
75,2022,0,0,1,1,2,34,3,61.998,1.167,14.604,15,0,10.718,4.21,13.376,63,3,73.591,4.135,27.812,"0",1
77,2018,1,1,0,0,0,13,1,242.101,0.266,12.782,5,0,134.759,-4.839,11.895,48,1,381.691,3.706,23.809,"MF",0
77,2019,0,0,1,0,0,19,2,69.581,0.938,11.319,14,0,19.535,5.787,12.364,36,2,186.647,5.3,30.156,"0",0
77,2020,0,0,1,0,0,22,0,151.411,3.059,13.448,8,0,50.441,5.063,12.838,44,0,252.908,4.862,23.374,"0",0
77,2021,0,0,1,1,1,14,0,156.543,-1.408,11.386,10,0,49.366,4.358,10.656,35,0,206.06,4.613,25.324,"0",1
77,2022,0,0,1,1,1,29,1,65.94,0.964,14.001,11,0,122.616,3.499,12.35,42,1,136.506,2.176,28.44,"0",1
8,2009,1,1,1,0,0,25,2,138.701,-0.952,10.301,5,2,21.927,0.857,11.735,45,3,215.367,5.114,24.975,"MF",0
8,2010,0,0,0,0,0,22,0,195.076,-3.568,12.537,6,0,81.186,0.557,10.061,49,4,255.067,6.881,25.018,"0",0
8,2011,1,1,0,0,0,27,2,101.938,-1.943,12.1,12,0,52.85,4.379,11.132,51,2,166.659,7.673,24.232,"MF",0
8,2012,0,1,0,0,0,13,2,18.458,-5.432,11.056,12,2,1.247,3.833,13.067,42,2,215.171,7.373,26.358,"M",0
8,2013,1,1,0,0,0,19,4,71.099,-1.394,10.775,12,3,47.127,-2.076,11.256,38,3,268.878,2.607,26.285,"MF",0
8,2014,1,0,0,0,0,23,2,351.806,3.606,11.736,13,0,46.688,5.241,12.385,45,1,123.313,6.891,25.533,"F",0
8,2015,1,1,0,0,0,21,1,104.111,0.449,12.575,11,3,59.751,4.857,12.021,58,4,202.141,6.899,25.179,"MF",0
8,2016,0,1,0,0,0,43,1,72.433,1.658,13.124,8,0,45.859,3.703,10.107,35,2,128.288,5.302,24.98,"M",0
8,2017,0,0,0,0,0,24,2,75.364,-1.036,12.984,14,0,26.703,5.596,14.012,56,1,182.318,7.829,26.917,"0",0
8,2018,1,0,1,1,2,20,0,139.239,1.316,13.951,6,0,69.805,-3.314,12.594,58,0,285.328,4.252,24.74,"F",1
8,2019,0,0,1,1,0,24,5,78.211,1.156,11.819,15,0,5.433,5.411,12.091,53,3,127.005,7.061,31.462,"0",0
8,2020,1,0,1,1,1,29,0,101.535,3.626,14.665,9,0,33.916,4.657,13.87,63,0,188.19,4.077,24.745,"F",1
8,2021,1,0,1,1,0,22,1,107.248,-0.35,12.398,17,0,9.02,4.44,12.075,48,3,176.689,4.759,25.787,"F",0
8,2022,0,0,1,1,2,35,3,61.327,0.998,14.17,16,0,12.961,3.729,12.984,63,2,83.056,3.721,27.934,"0",1
86,2014,1,1,1,0,0,18,1,170.635,3.008,10.248,7,0,44.933,4.935,10.905,19,1,200.083,5.097,24.847,"MF",0
86,2015,0,0,1,1,1,15,4,81.027,-1.534,11.409,6,2,50.795,3.553,13.349,35,6,226.876,3.967,25.469,"0",1
86,2016,0,0,1,1,2,21,0,138.159,0.924,11.656,2,4,82.095,1.7,10.51,21,2,276.25,4.504,22.293,"0",1
86,2017,0,0,1,1,2,17,4,239.628,-3.327,10.454,8,1,63.882,5.656,12.389,35,0,197.94,6.331,25.011,"0",1
86,2018,0,0,1,1,2,14,7,249.384,-0.603,13.091,5,0,120.628,-4.134,11.978,40,0,393.478,2.945,23.733,"0",1
86,2019,0,0,1,1,2,13,4,85.563,0.813,11.854,12,1,16.317,6.075,11.8,28,1,185.653,5.073,28.225,"0",1
86,2020,0,0,1,1,2,17,3,157.029,2.649,13.619,5,0,68.543,4.891,12.122,31,0,292.274,3.951,23.13,"0",1
86,2021,0,0,1,1,1,15,5,166.171,-1.819,11.988,6,1,63.966,5.493,11.334,26,0,176.862,4.153,25.399,"0",1
86,2022,0,0,0,0,0,28,2,87.918,0.165,13.95,6,1,152.82,4.198,11.961,32,2,164.619,1.608,28.125,"0",0
87,2016,1,1,1,1,1,45,0,76.995,1.076,12.804,10,0,48.053,3.608,9.939,39,1,138.175,5.151,24.403,"MF",1
87,2017,0,0,1,1,0,28,1,74.403,-1.607,12.34,13,0,29.957,5.133,13.365,61,0,185.812,7.445,26.376,"0",0
87,2018,0,0,1,0,0,25,0,134.96,0.783,13.355,8,0,77.943,-3.763,11.852,62,0,302.952,3.508,24.276,"0",0
87,2019,0,0,1,1,0,24,3,85.805,0.379,11.503,15,0,6.312,4.868,11.761,56,1,141.424,6.44,30.785,"0",0
87,2020,0,1,1,0,0,30,0,105.225,3.007,14.776,10,0,40.752,3.838,13.339,70,0,208.341,3.215,24.075,"M",0
87,2021,0,0,1,1,1,24,1,113.213,-0.979,12.152,19,0,8.713,3.64,11.748,57,1,199.242,4.045,24.915,"0",1
87,2022,0,0,1,0,0,36,1,64.957,1.271,13.609,15,0,10.008,3.271,12.693,71,2,96.359,3.161,27.253,"0",0
89,2019,1,1,0,0,0,33,0,87.963,-0.776,11.184,16,0,5.811,4.273,11.094,70,1,158.207,5.643,29.797,"MF",0
89,2020,0,0,1,1,2,35,0,110.667,2.167,15.144,12,0,47.079,3.203,12.404,75,0,235.422,1.799,23.287,"0",1
89,2021,0,0,1,1,2,29,0,121.181,-1.818,11.552,21,0,8.232,2.579,10.967,72,0,219.876,2.952,23.795,"0",1
89,2022,0,0,1,1,2,45,0,70.951,0.73,13.324,16,0,8.246,2.575,12.413,81,1,113.168,2.529,26.069,"0",1
90,2019,1,1,0,0,0,22,6,66.947,1.553,12.134,15,0,3.167,5.981,12.575,50,4,116.475,7.649,31.655,"MF",0
90,2020,0,0,1,1,2,28,0,93.977,3.877,15.002,8,0,28.925,5.449,14.08,61,0,183.613,4.615,25.289,"0",1
90,2021,0,0,1,1,1,21,1,101.765,0.163,12.839,17,0,8.241,5.062,12.519,46,3,159.927,5.282,26.273,"0",1
90,2022,0,0,1,1,2,34,4,59.974,1.062,14.708,15,0,12.823,4.288,13.414,61,2,72.145,4.268,28.007,"0",1
