"id","breeding_period","sex","date","nobs","n_flight","year","rainfall","mean_temperature","wind","n_year_on_site","laying","hatching","breeding_success","prop_time_flight"
"2019 11 site28 M 182270 6W [FRP-BA11431]","pre_breeding","M","2019-02-03",11,3,2019,0,4.648,10.803,5,1,1,2,0.273
"2019 11 site28 M 182270 6W [FRP-BA11431]","pre_breeding","M","2019-02-04",16,10,2019,0.542,6.13,5.464,5,1,1,2,0.625
"2019 11 site28 M 182270 6W [FRP-BA11431]","pre_breeding","M","2019-02-05",26,7,2019,0.145,10.361,4.491,5,1,1,2,0.269
"2019 11 site28 M 182270 6W [FRP-BA11431]","pre_breeding","M","2019-02-06",45,8,2019,0,10.888,3.133,5,1,1,2,0.178
"2019 11 site28 M 182270 6W [FRP-BA11431]","pre_breeding","M","2019-02-07",45,19,2019,0.055,8.985,3.712,5,1,1,2,0.422
"2019 11 site28 M 182270 6W [FRP-BA11431]","pre_breeding","M","2019-02-08",44,15,2019,0,7.806,1.545,5,1,1,2,0.341
"2019 11 site28 M 182270 6W [FRP-BA11431]","pre_breeding","M","2019-02-09",44,12,2019,0,8.297,1.355,5,1,1,2,0.273
"2019 11 site28 M 182270 6W [FRP-BA11431]","pre_breeding","M","2019-02-10",42,12,2019,0.506,10.791,4.352,5,1,1,2,0.286
"2019 11 site28 M 182270 6W [FRP-BA11431]","pre_breeding","M","2019-02-11",45,11,2019,0.109,8.964,6.794,5,1,1,2,0.244
"2019 11 site28 M 182270 6W [FRP-BA11431]","pre_breeding","M","2019-02-12",45,6,2019,0,9.006,4.694,5,1,1,2,0.133
"2019 11 site28 M 182270 6W [FRP-BA11431]","pre_breeding","M","2019-02-13",47,13,2019,0,6.682,2.045,5,1,1,2,0.277
"2019 11 site28 M 182270 6W [FRP-BA11431]","pre_breeding","M","2019-02-14",47,17,2019,0,9.379,3.873,5,1,1,2,0.362
"2019 11 site28 M 182270 6W [FRP-BA11431]","incubation","M","2019-02-15",44,18,2019,0.012,8.376,2.388,5,1,1,2,0.409
"2019 11 site28 M 182270 6W [FRP-BA11431]","incubation","M","2019-02-16",47,13,2019,0.012,8.242,2.4,5,1,1,2,0.277
"2019 11 site28 M 182270 6W [FRP-BA11431]","incubation","M","2019-02-17",42,5,2019,0.012,10.364,4.703,5,1,1,2,0.119
"2019 11 site28 M 182270 6W [FRP-BA11431]","incubation","M","2019-02-18",48,3,2019,0,11.576,4.776,5,1,1,2,0.062
"2019 11 site28 M 182270 6W [FRP-BA11431]","incubation","M","2019-02-19",47,4,2019,0.012,9.842,1.903,5,1,1,2,0.085
"2019 11 site28 M 182270 6W [FRP-BA11431]","incubation","M","2019-02-20",46,19,2019,0.024,7.13,1.473,5,1,1,2,0.413
"2019 11 site28 M 182270 6W [FRP-BA11431]","incubation","M","2019-02-21",47,15,2019,0.07,7.421,1.339,5,1,1,2,0.319
"2019 11 site28 M 182270 6W [FRP-BA11431]","incubation","M","2019-02-22",46,14,2019,0,14.233,5.112,5,1,1,2,0.304
"2019 11 site28 M 182270 6W [FRP-BA11431]","incubation","M","2019-02-23",45,16,2019,0.024,11.597,1.252,5,1,1,2,0.356
"2019 11 site28 M 182270 6W [FRP-BA11431]","incubation","M","2019-02-24",34,6,2019,0.058,9.818,1.567,5,1,1,2,0.176
"2019 11 site28 M 182270 6W [FRP-BA11431]","incubation","M","2019-02-25",48,18,2019,0.045,8.803,1.227,5,1,1,2,0.375
"2019 11 site28 M 182270 6W [FRP-BA11431]","incubation","M","2019-02-26",47,12,2019,0,9.861,1.23,5,1,1,2,0.255
"2019 11 site28 M 182270 6W [FRP-BA11431]","incubation","M","2019-02-27",48,21,2019,0.045,11.076,1.603,5,1,1,2,0.438
"2019 11 site28 M 182270 6W [FRP-BA11431]","incubation","M","2019-02-28",46,15,2019,0,13.03,6.024,5,1,1,2,0.326
"2019 11 site28 M 182270 6W [FRP-BA11431]","incubation","M","2019-03-01",46,10,2019,0,12.691,6.209,5,1,1,2,0.217
"2019 11 site28 M 182270 6W [FRP-BA11431]","incubation","M","2019-03-02",49,5,2019,0.012,12.494,5.53,5,1,1,2,0.102
"2019 11 site28 M 182270 6W [FRP-BA11431]","incubation","M","2019-03-03",48,13,2019,0,11.324,2.221,5,1,1,2,0.271
"2019 11 site28 M 182270 6W [FRP-BA11431]","incubation","M","2019-03-04",46,22,2019,0.1,11.785,5.118,5,1,1,2,0.478
"2019 11 site28 M 182270 6W [FRP-BA11431]","incubation","M","2019-03-05",49,14,2019,0.024,10.882,2.524,5,1,1,2,0.286
"2019 11 site28 M 182270 6W [FRP-BA11431]","incubation","M","2019-03-06",51,15,2019,0.036,12.721,5.079,5,1,1,2,0.294
"2019 11 site28 M 182270 6W [FRP-BA11431]","incubation","M","2019-03-07",49,13,2019,0,11.109,4.915,5,1,1,2,0.265
"2019 11 site28 M 182270 6W [FRP-BA11431]","incubation","M","2019-03-08",51,9,2019,0,9.148,2.464,5,1,1,2,0.176
"2019 11 site28 M 182270 6W [FRP-BA11431]","incubation","M","2019-03-09",52,10,2019,0,13.17,4.424,5,1,1,2,0.192
"2019 11 site28 M 182270 6W [FRP-BA11431]","incubation","M","2019-03-10",50,8,2019,0.052,14.342,6.861,5,1,1,2,0.16
"2019 11 site28 M 182270 6W [FRP-BA11431]","incubation","M","2019-03-11",48,13,2019,0,10.739,6.385,5,1,1,2,0.271
"2019 11 site28 M 182270 6W [FRP-BA11431]","incubation","M","2019-03-12",51,24,2019,0.124,8.079,2.152,5,1,1,2,0.471
"2019 11 site28 M 182270 6W [FRP-BA11431]","incubation","M","2019-03-13",46,21,2019,1.585,9.536,7.379,5,1,1,2,0.457
"2019 11 site28 M 182270 6W [FRP-BA11431]","incubation","M","2019-03-14",52,10,2019,0.358,10.761,9.367,5,1,1,2,0.192
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2019-03-15",50,13,2019,0.012,12.545,8.848,5,1,1,2,0.26
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2019-03-16",52,23,2019,0.045,12.436,2.285,5,1,1,2,0.442
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2019-03-17",50,15,2019,0.055,11.409,6.176,5,1,1,2,0.3
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2019-03-18",53,9,2019,0.067,9.973,7.352,5,1,1,2,0.17
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2019-03-19",41,14,2019,0.012,9.421,6.2,5,1,1,2,0.341
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2019-03-20",52,25,2019,0,9.724,4.464,5,1,1,2,0.481
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2019-03-21",49,7,2019,0,9.327,1.939,5,1,1,2,0.143
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2019-03-22",46,23,2019,0,10.648,1.57,5,1,1,2,0.5
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2019-03-23",46,18,2019,0,14.927,2.876,5,1,1,2,0.391
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2019-03-24",50,19,2019,0,15.882,3.112,5,1,1,2,0.38
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2019-03-25",54,14,2019,0,13.176,7.876,5,1,1,2,0.259
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2019-03-26",50,13,2019,0,11.721,7.03,5,1,1,2,0.26
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2019-03-27",55,29,2019,0,10.8,3.876,5,1,1,2,0.527
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2019-03-28",52,16,2019,0,10.424,1.894,5,1,1,2,0.308
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2019-03-29",48,8,2019,0,9.821,3.503,5,1,1,2,0.167
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2019-03-30",51,18,2019,0,9.924,3.558,5,1,1,2,0.353
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2019-03-31",53,24,2019,0.045,9.997,1.976,5,1,1,2,0.453
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2019-04-01",53,21,2019,0.088,10.645,1.515,5,1,1,2,0.396
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2019-04-02",55,24,2019,0.633,11.609,2.042,5,1,1,2,0.436
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2019-04-03",57,6,2019,2.4,9.045,3.839,5,1,1,2,0.105
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2019-04-04",57,20,2019,0.012,7.709,3.806,5,1,1,2,0.351
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2019-04-05",57,7,2019,14.906,10.279,4.418,5,1,1,2,0.123
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2019-04-06",57,8,2019,0.397,10.576,2.948,5,1,1,2,0.14
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2019-04-07",57,17,2019,0.464,10.452,3.203,5,1,1,2,0.298
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2019-04-08",56,15,2019,0.23,11.503,1.855,5,1,1,2,0.268
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2019-04-09",56,23,2019,0.836,13.112,2.603,5,1,1,2,0.411
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2019-04-10",58,8,2019,0.185,13.273,6.712,5,1,1,2,0.138
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2019-04-11",57,14,2019,0.548,12.064,8.524,5,1,1,2,0.246
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2019-04-12",55,16,2019,0,13.306,7.909,5,1,1,2,0.291
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2019-04-13",58,20,2019,0,13.442,5.321,5,1,1,2,0.345
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2019-04-14",58,31,2019,0,12.712,2.842,5,1,1,2,0.534
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2019-04-15",58,16,2019,3.106,11.036,3.606,5,1,1,2,0.276
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2019-04-16",58,13,2019,1.042,11.861,1.73,5,1,1,2,0.224
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2019-04-17",60,13,2019,0,12.427,4.833,5,1,1,2,0.217
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2019-04-18",60,13,2019,0,13.733,3.979,5,1,1,2,0.217
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2019-04-19",60,20,2019,0,14.282,3.055,5,1,1,2,0.333
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2019-04-20",60,7,2019,1.755,14.112,2.206,5,1,1,2,0.117
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2019-04-21",60,3,2019,1.548,13.412,1.755,5,1,1,2,0.05
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2019-04-22",60,4,2019,16.073,14.424,2.142,5,1,1,2,0.067
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2019-04-23",60,3,2019,1.603,13.397,3.845,5,1,1,2,0.05
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2019-04-24",60,8,2019,0.073,16.148,5.782,5,1,1,2,0.133
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2019-04-25",60,11,2019,0.155,14.242,4.715,5,1,1,2,0.183
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2019-04-26",59,14,2019,0.264,12.139,5.673,5,1,1,2,0.237
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2019-04-27",60,21,2019,0.012,14.348,6.776,5,1,1,2,0.35
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2019-04-28",60,24,2019,0,13.645,6.261,5,1,1,2,0.4
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2019-04-29",60,24,2019,0,15.224,4.367,5,1,1,2,0.4
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2019-05-01",56,19,2019,0.933,16.83,2.515,5,1,1,2,0.339
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2019-05-02",57,11,2019,0.239,16.2,5.248,5,1,1,2,0.193
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2019-05-15",58,10,2019,0,14.594,2.6,5,1,1,2,0.172
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2019-05-16",59,26,2019,3.061,14.382,2.712,5,1,1,2,0.441
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2019-05-17",56,0,2019,21.848,12.585,3.479,5,1,1,2,0
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2019-05-18",57,20,2019,0.13,13.648,5.209,5,1,1,2,0.351
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2019-06-01",58,23,2019,0.045,18.788,2.061,5,1,1,2,0.397
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2019-06-02",59,9,2019,0.07,19.127,2.197,5,1,1,2,0.153
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2019-06-08",55,23,2019,0.048,19.927,2.43,5,1,1,2,0.418
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2019-06-09",56,10,2019,0.012,20.83,2.482,5,1,1,2,0.179
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2019-06-10",60,8,2019,0.406,18.088,7.485,5,1,1,2,0.133
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2019-06-13",56,15,2019,0.452,17.127,3.388,5,1,1,2,0.268
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2019-06-14",54,8,2019,2.048,18.076,3.179,5,1,1,2,0.148
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2019-06-15",60,14,2019,0.045,18.588,5.979,5,1,1,2,0.233
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2019-06-16",59,19,2019,0,22.536,4.145,5,1,1,2,0.322
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2019-06-17",54,16,2019,0,23.391,1.979,5,1,1,2,0.296
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2019-06-18",56,27,2019,0,21.188,3.382,5,1,1,2,0.482
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2019-06-19",56,20,2019,2.909,22.539,2.052,5,1,1,2,0.357
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2019-06-20",54,25,2019,5.255,21.27,3.052,5,1,1,2,0.463
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2019-06-21",60,16,2019,1.015,19.345,4.742,5,1,1,2,0.267
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2019-06-22",59,17,2019,0,21.803,3.758,5,1,1,2,0.288
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2019-06-23",60,7,2019,0.045,21.891,2.203,5,1,1,2,0.117
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2019-06-28",60,32,2019,0,29.709,3.418,5,1,1,2,0.533
"2019 11 site28 M 182270 6W [FRP-BA11431]","pre_breeding","M","2019-12-24",11,0,2020,0.076,14.327,4.115,6,1,0,0,0
"2019 11 site28 M 182270 6W [FRP-BA11431]","pre_breeding","M","2020-01-23",11,1,2020,23.282,11.521,6.964,6,1,0,0,0.091
"2019 11 site28 M 182270 6W [FRP-BA11431]","pre_breeding","M","2020-02-08",12,5,2020,1.006,10.094,2.306,6,1,0,0,0.417
"2019 11 site28 M 182270 6W [FRP-BA11431]","pre_breeding","M","2020-02-09",38,17,2020,0.215,10.903,2.124,6,1,0,0,0.447
"2019 11 site28 M 182270 6W [FRP-BA11431]","pre_breeding","M","2020-02-10",43,15,2020,0.048,13.742,4.442,6,1,0,0,0.349
"2019 11 site28 M 182270 6W [FRP-BA11431]","pre_breeding","M","2020-02-11",41,9,2020,0.094,13.515,6.721,6,1,0,0,0.22
"2019 11 site28 M 182270 6W [FRP-BA11431]","pre_breeding","M","2020-02-12",42,21,2020,0,9.494,2.548,6,1,0,0,0.5
"2019 11 site28 M 182270 6W [FRP-BA11431]","pre_breeding","M","2020-02-13",40,15,2020,0.018,8.927,1.912,6,1,0,0,0.375
"2019 11 site28 M 182270 6W [FRP-BA11431]","pre_breeding","M","2020-02-14",38,10,2020,0,11.685,4.264,6,1,0,0,0.263
"2019 11 site28 M 182270 6W [FRP-BA11431]","incubation","M","2020-02-15",42,11,2020,0.303,8.7,1.724,6,1,0,0,0.262
"2019 11 site28 M 182270 6W [FRP-BA11431]","incubation","M","2020-02-16",45,5,2020,1.091,11.927,3.588,6,1,0,0,0.111
"2019 11 site28 M 182270 6W [FRP-BA11431]","incubation","M","2020-02-17",47,18,2020,0.142,12.315,3.858,6,1,0,0,0.383
"2019 11 site28 M 182270 6W [FRP-BA11431]","incubation","M","2020-02-18",39,24,2020,0.012,9.533,4.791,6,1,0,0,0.615
"2019 11 site28 M 182270 6W [FRP-BA11431]","incubation","M","2020-02-19",29,14,2020,0.012,9.424,4.785,6,1,0,0,0.483
"2019 11 site28 M 182270 6W [FRP-BA11431]","incubation","M","2020-02-20",28,14,2020,0,8.212,1.633,6,1,0,0,0.5
"2019 11 site28 M 182270 6W [FRP-BA11431]","incubation","M","2020-02-21",27,14,2020,0,10.873,4.982,6,1,0,0,0.519
"2019 11 site28 M 182270 6W [FRP-BA11431]","incubation","M","2020-02-22",44,16,2020,0,10.603,2.003,6,1,0,0,0.364
"2019 11 site28 M 182270 6W [FRP-BA11431]","incubation","M","2020-02-23",48,16,2020,0,12.903,3.591,6,1,0,0,0.333
"2019 11 site28 M 182270 6W [FRP-BA11431]","incubation","M","2020-02-24",42,10,2020,0,13.891,3.515,6,1,0,0,0.238
"2019 11 site28 M 182270 6W [FRP-BA11431]","incubation","M","2020-02-25",48,13,2020,0.488,11.561,6.636,6,1,0,0,0.271
"2019 11 site28 M 182270 6W [FRP-BA11431]","incubation","M","2020-02-26",48,5,2020,2.412,8.767,7.703,6,1,0,0,0.104
"2019 11 site28 M 182270 6W [FRP-BA11431]","incubation","M","2020-02-27",44,6,2020,3.082,10.27,5.885,6,1,0,0,0.136
"2019 11 site28 M 182270 6W [FRP-BA11431]","incubation","M","2020-02-28",42,12,2020,0.076,11.285,2.606,6,1,0,0,0.286
"2019 11 site28 M 182270 6W [FRP-BA11431]","incubation","M","2020-02-29",38,16,2020,0.012,13.094,3.421,6,1,0,0,0.421
"2019 11 site28 M 182270 6W [FRP-BA11431]","incubation","M","2020-03-01",44,18,2020,1.306,11.291,2.348,6,1,0,0,0.409
"2019 11 site28 M 182270 6W [FRP-BA11431]","incubation","M","2020-03-02",45,8,2020,3.6,9.367,7.767,6,1,0,0,0.178
"2019 11 site28 M 182270 6W [FRP-BA11431]","incubation","M","2020-03-03",43,5,2020,15.339,7.024,3.648,6,1,0,0,0.116
"2019 11 site28 M 182270 6W [FRP-BA11431]","incubation","M","2020-03-04",49,7,2020,0.691,9.685,3.236,6,1,0,0,0.143
"2019 11 site28 M 182270 6W [FRP-BA11431]","incubation","M","2020-03-05",49,6,2020,0.821,11.188,5.258,6,1,0,0,0.122
"2019 11 site28 M 182270 6W [FRP-BA11431]","incubation","M","2020-03-06",38,11,2020,1.182,8.373,8.067,6,1,0,0,0.289
"2019 11 site28 M 182270 6W [FRP-BA11431]","incubation","M","2020-03-07",38,6,2020,0.012,9.212,7.691,6,1,0,0,0.158
"2019 11 site28 M 182270 6W [FRP-BA11431]","incubation","M","2020-03-08",41,25,2020,1.003,12.336,3.894,6,1,0,0,0.61
"2019 11 site28 M 182270 6W [FRP-BA11431]","incubation","M","2020-03-09",51,21,2020,1.567,10.503,7.133,6,1,0,0,0.412
"2019 11 site28 M 182270 6W [FRP-BA11431]","incubation","M","2020-03-10",48,12,2020,0,12.042,4.936,6,1,0,0,0.25
"2019 11 site28 M 182270 6W [FRP-BA11431]","incubation","M","2020-03-11",49,28,2020,0,14.012,3.712,6,1,0,0,0.571
"2019 11 site28 M 182270 6W [FRP-BA11431]","incubation","M","2020-03-12",52,15,2020,0.591,13.07,2.994,6,1,0,0,0.288
"2019 11 site28 M 182270 6W [FRP-BA11431]","incubation","M","2020-03-13",52,20,2020,0,13.009,5.927,6,1,0,0,0.385
"2019 11 site28 M 182270 6W [FRP-BA11431]","incubation","M","2020-03-14",52,33,2020,0,11.036,4.594,6,1,0,0,0.635
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2020-03-15",52,7,2020,0.255,9.636,4.748,6,1,0,0,0.135
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2020-03-16",50,2,2020,3.479,11.952,5.764,6,1,0,0,0.04
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2020-03-17",52,5,2020,0,11.009,1.718,6,1,0,0,0.096
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2020-03-18",46,16,2020,0.127,11.406,1.479,6,1,0,0,0.348
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2020-03-19",49,7,2020,0.091,11.321,2.006,6,1,0,0,0.143
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2020-03-20",53,21,2020,0.024,11.115,2.879,6,1,0,0,0.396
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2020-03-21",51,3,2020,0.045,11.315,2.564,6,1,0,0,0.059
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2020-03-22",54,16,2020,0.045,12.297,2.379,6,1,0,0,0.296
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2020-03-23",53,14,2020,0.721,11.945,3.255,6,1,0,0,0.264
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2020-03-24",53,16,2020,0.2,10.406,3.312,6,1,0,0,0.302
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2020-03-25",53,10,2020,13.903,8.252,3.242,6,1,0,0,0.189
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2020-03-26",51,3,2020,11.018,5.27,2.191,6,1,0,0,0.059
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2020-03-27",53,14,2020,0.094,10.324,4.052,6,1,0,0,0.264
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2020-03-28",47,29,2020,0,12.994,3.518,6,1,0,0,0.617
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2020-03-29",55,10,2020,0.182,12.979,6.639,6,1,0,0,0.182
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2020-03-30",55,15,2020,0.091,7.091,5.188,6,1,0,0,0.273
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2020-04-02",55,15,2020,0,11.158,2.1,6,1,0,0,0.273
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2020-04-03",51,11,2020,0,12.191,5.53,6,1,0,0,0.216
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2020-04-05",49,20,2020,0.048,12.839,4.83,6,1,0,0,0.408
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2020-04-06",50,10,2020,0,12.518,3.579,6,1,0,0,0.2
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2020-04-07",54,2,2020,0,12.464,3.033,6,1,0,0,0.037
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2020-04-08",49,4,2020,0,13.291,2.239,6,1,0,0,0.082
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2020-04-09",58,10,2020,0.045,12.506,1.906,6,1,0,0,0.172
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2020-04-10",52,8,2020,0.07,12.924,1.918,6,1,0,0,0.154
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2020-04-11",44,9,2020,0,13.718,2.318,6,1,0,0,0.205
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2020-04-12",58,9,2020,0,14.782,3.852,6,1,0,0,0.155
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2020-04-13",46,1,2020,16.439,12.191,2.47,6,1,0,0,0.022
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2020-04-14",46,23,2020,0,15.748,1.809,6,1,0,0,0.5
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2020-04-15",35,9,2020,0.088,12.985,4.173,6,1,0,0,0.257
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2020-04-16",42,5,2020,0.852,14.879,4.624,6,1,0,0,0.119
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2020-04-17",26,5,2020,2.073,14.47,3.627,6,1,0,0,0.192
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2020-04-18",40,7,2020,0.952,15.321,1.767,6,1,0,0,0.175
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2020-04-19",30,0,2020,14.348,14.242,2.045,6,1,0,0,0
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2020-04-20",16,1,2020,29.103,14.818,1.403,6,1,0,0,0.062
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2020-04-21",27,0,2020,46.861,13.958,1.206,6,1,0,0,0
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2020-04-22",27,1,2020,4.024,13.927,2.752,6,1,0,0,0.037
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2020-04-23",44,10,2020,0.091,16.627,2.261,6,1,0,0,0.227
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2020-04-25",49,7,2020,0.021,15.648,1.655,6,1,0,0,0.143
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2020-04-27",57,13,2020,19.048,16.285,2.639,6,1,0,0,0.228
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2020-04-28",50,11,2020,1.606,14.7,4.236,6,1,0,0,0.22
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2020-04-29",53,19,2020,0.012,15.961,2.442,6,1,0,0,0.358
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2020-04-30",51,18,2020,0.142,15.821,2.736,6,1,0,0,0.353
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2020-05-01",60,13,2020,0.973,16.239,4.485,6,1,0,0,0.217
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2020-05-02",58,10,2020,1.7,19.388,6.397,6,1,0,0,0.172
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2020-05-03",59,15,2020,0,20.485,4.473,6,1,0,0,0.254
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2020-05-04",53,17,2020,0,18.373,3.024,6,1,0,0,0.321
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2020-05-08",56,10,2020,0,18.436,4.67,6,1,0,0,0.179
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2020-05-09",33,2,2020,0.724,17.364,4.903,6,1,0,0,0.061
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2020-05-10",23,2,2020,43.148,16.315,5.009,6,1,0,0,0.087
"2019 11 site28 M 182270 6W [FRP-BA11431]","rearing","M","2020-05-11",16,1,2020,22.03,14.473,4.776,6,1,0,0,0.062
