"id","breeding_period","sex","date","range_movement","nobs","year","rainfall","mean_temperature","wind","n_year_on_site","laying","hatching","breeding_success"
"2015_13_site36_F_SKFR10-MLR06__M9 [FRP-BA11578]","rearing","F","2017-04-28",56.127,51,2017,0,10.637,6.425,NA,0,0,0
"2015_13_site36_F_SKFR10-MLR06__M9 [FRP-BA11578]","rearing","F","2017-04-29",977.919,43,2017,0,12.588,2.7,NA,0,0,0
"2015_13_site36_F_SKFR10-MLR06__M9 [FRP-BA11578]","rearing","F","2017-04-30",4131.434,43,2017,22.325,11.925,4.688,NA,0,0,0
"2015_13_site36_F_SKFR10-MLR06__M9 [FRP-BA11578]","rearing","F","2017-05-01",410.828,41,2017,0.25,11.637,3.562,NA,0,0,0
"2015_13_site36_F_SKFR10-MLR06__M9 [FRP-BA11578]","rearing","F","2017-05-02",562.848,46,2017,4.688,11.975,1.738,NA,0,0,0
"2015_13_site36_F_SKFR10-MLR06__M9 [FRP-BA11578]","rearing","F","2017-05-03",1095.895,38,2017,0.413,12.525,1.288,NA,0,0,0
"2015_13_site36_F_SKFR10-MLR06__M9 [FRP-BA11578]","rearing","F","2017-05-04",261.504,43,2017,0.975,12.938,1.837,NA,0,0,0
"2015_13_site36_F_SKFR10-MLR06__M9 [FRP-BA11578]","rearing","F","2017-05-05",282.638,41,2017,0,14.3,1.512,NA,0,0,0
"2015_13_site36_F_SKFR10-MLR06__M9 [FRP-BA11578]","rearing","F","2017-05-06",1120.001,44,2017,13.375,13.912,2.188,NA,0,0,0
"2015_13_site36_F_SKFR10-MLR06__M9 [FRP-BA11578]","rearing","F","2017-05-07",246.394,44,2017,0,15.925,4.312,NA,0,0,0
"2015_13_site36_F_SKFR10-MLR06__M9 [FRP-BA11578]","rearing","F","2017-05-08",131.493,44,2017,0,15.725,8.575,NA,0,0,0
"2015_13_site36_F_SKFR10-MLR06__M9 [FRP-BA11578]","rearing","F","2017-05-09",904.046,31,2017,0,15.375,5.1,NA,0,0,0
"2015_13_site36_F_SKFR10-MLR06__M9 [FRP-BA11578]","rearing","F","2017-05-10",276.596,44,2017,0.4,14.312,2.325,NA,0,0,0
"2015_13_site36_F_SKFR10-MLR06__M9 [FRP-BA11578]","rearing","F","2017-05-11",744.551,41,2017,7.25,15.525,3.837,NA,0,0,0
"2015_13_site36_F_SKFR10-MLR06__M9 [FRP-BA11578]","rearing","F","2017-05-12",1381.535,40,2017,0,16.925,3.188,NA,0,0,0
"2015_13_site36_F_SKFR10-MLR06__M9 [FRP-BA11578]","rearing","F","2017-05-13",839.536,34,2017,0.25,17.387,1.6,NA,0,0,0
"2015_13_site36_F_SKFR10-MLR06__M9 [FRP-BA11578]","rearing","F","2017-05-14",444.844,42,2017,0,18.7,1.812,NA,0,0,0
"2015_13_site36_F_SKFR10-MLR06__M9 [FRP-BA11578]","rearing","F","2017-05-15",1182.164,34,2017,0,21.6,4.6,NA,0,0,0
"2015_13_site36_F_SKFR10-MLR06__M9 [FRP-BA11578]","rearing","F","2017-05-16",198.522,39,2017,0,20.413,1.612,NA,0,0,0
"2015_13_site36_F_SKFR10-MLR06__M9 [FRP-BA11578]","rearing","F","2017-05-17",102.738,37,2017,0,20.125,1.888,NA,0,0,0
"2015_13_site36_F_SKFR10-MLR06__M9 [FRP-BA11578]","rearing","F","2017-05-18",386.395,51,2017,1.575,19.238,3.2,NA,0,0,0
"2015_13_site36_F_SKFR10-MLR06__M9 [FRP-BA11578]","rearing","F","2017-05-19",911.289,43,2017,0,16.225,3.737,NA,0,0,0
"2015_13_site36_F_SKFR10-MLR06__M9 [FRP-BA11578]","rearing","F","2017-05-20",882.531,45,2017,0,17.262,4.812,NA,0,0,0
"2015_13_site36_F_SKFR10-MLR06__M9 [FRP-BA11578]","rearing","F","2017-05-21",168.404,45,2017,0,18.8,2.513,NA,0,0,0
"2015_13_site36_F_SKFR10-MLR06__M9 [FRP-BA11578]","rearing","F","2017-05-22",227.263,47,2017,0,17.587,1.012,NA,0,0,0
"2015_13_site36_F_SKFR10-MLR06__M9 [FRP-BA11578]","rearing","F","2017-05-23",476.167,36,2017,0,22.938,3.9,NA,0,0,0
"2015_13_site36_F_SKFR10-MLR06__M9 [FRP-BA11578]","rearing","F","2017-05-24",3277.521,51,2017,0.025,24.425,4.25,NA,0,0,0
"2015_13_site36_F_SKFR10-MLR06__M9 [FRP-BA11578]","rearing","F","2017-05-25",587.932,44,2017,0.013,23.087,2.85,NA,0,0,0
"2015_13_site36_F_SKFR10-MLR06__M9 [FRP-BA11578]","rearing","F","2017-05-26",126.684,47,2017,0,20.663,1.85,NA,0,0,0
"2015_13_site36_F_SKFR10-MLR06__M9 [FRP-BA11578]","rearing","F","2017-05-27",1335.005,44,2017,0,21.387,1.75,NA,0,0,0
"2015_13_site36_F_SKFR10-MLR06__M9 [FRP-BA11578]","rearing","F","2017-05-28",618.133,49,2017,0,21.387,2.15,NA,0,0,0
"2015_13_site36_F_SKFR10-MLR06__M9 [FRP-BA11578]","rearing","F","2017-05-29",1376.313,35,2017,0,21.637,1.837,NA,0,0,0
"2015_13_site36_F_SKFR10-MLR06__M9 [FRP-BA11578]","rearing","F","2017-05-30",742.936,46,2017,0.613,21.337,1.45,NA,0,0,0
"2015_13_site36_F_SKFR10-MLR06__M9 [FRP-BA11578]","rearing","F","2017-05-31",4570.161,47,2017,0.062,20.575,1.087,NA,0,0,0
"2015_13_site36_F_SKFR10-MLR06__M9 [FRP-BA11578]","rearing","F","2017-06-01",5827.626,51,2017,0.05,20.95,1.337,NA,0,0,0
"2015_13_site36_F_SKFR10-MLR06__M9 [FRP-BA11578]","rearing","F","2017-06-02",3474.115,49,2017,0,21.462,1.888,NA,0,0,0
"2015_13_site36_F_SKFR10-MLR06__M9 [FRP-BA11578]","rearing","F","2017-06-03",188.672,46,2017,4.213,19.988,1.775,NA,0,0,0
"2015_13_site36_F_SKFR10-MLR06__M9 [FRP-BA11578]","rearing","F","2017-06-04",3578.062,48,2017,0.125,20.75,4.862,NA,0,0,0
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2016-01-15",730.474,13,2016,0,4.721,3.158,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2016-01-17",1271.361,24,2016,0,3.621,3.258,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2016-01-18",1832.557,14,2016,4.921,2.15,1.692,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2016-01-19",10.495,13,2016,0.867,4.625,0.642,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2016-01-20",2191.503,12,2016,0.067,5.458,1.475,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2016-01-21",944.156,19,2016,0.004,3.917,2.417,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2016-01-22",1870.614,14,2016,1.383,4.763,0.704,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2016-01-25",969.986,13,2016,0.033,8.708,0.713,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2016-01-26",530.951,11,2016,0,10.671,0.488,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2016-01-30",1453.067,29,2016,0,9.833,1.596,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2016-01-31",1960.313,16,2016,0,13.05,2.717,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2016-02-01",2181.084,45,2016,0,14.213,3.646,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2016-02-02",1932.745,31,2016,0,11.354,1.125,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2016-02-03",437.713,27,2016,0,10.421,4.508,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2016-02-04",537.806,28,2016,0,7.625,3.092,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2016-02-05",654.26,31,2016,0,9.162,2.383,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2016-02-08",115.783,22,2016,0,10.067,1.521,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2016-02-09",1917.557,14,2016,4.287,9.454,1.792,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2016-02-10",1165.881,24,2016,0,6.804,2.5,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2016-02-11",546.462,28,2016,0.267,5.292,1.175,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2016-02-12",266.701,20,2016,10.133,4.867,0.733,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2016-02-14",1402.295,20,2016,0,9.938,2.629,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","incubation","F","2016-02-15",1009.706,33,2016,0,7.133,6.046,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","incubation","F","2016-02-16",446.363,33,2016,0,5.946,6.263,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","incubation","F","2016-02-17",1127.527,35,2016,0,4.3,1.721,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","incubation","F","2016-02-18",854.643,20,2016,0,5.933,1.454,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","incubation","F","2016-02-19",86.36,48,2016,0,5.675,2.8,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","incubation","F","2016-02-20",2038.892,42,2016,0,7.079,1.404,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","incubation","F","2016-02-21",71.869,40,2016,0,11.246,1.221,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","incubation","F","2016-02-22",55.028,24,2016,0.238,10.183,1.358,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","incubation","F","2016-02-23",1894.459,17,2016,0.046,10.675,2.867,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","incubation","F","2016-02-24",621.516,21,2016,0,9.883,1.521,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","incubation","F","2016-02-25",445.531,30,2016,0.567,8.879,2.062,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","incubation","F","2016-02-26",282.94,24,2016,2.058,6.592,1.783,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","incubation","F","2016-03-03",320.442,17,2016,0,8.821,4.221,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","incubation","F","2016-03-06",139.077,16,2016,0,5.271,3.229,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","incubation","F","2016-03-07",308.955,18,2016,0,5.675,2.204,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","incubation","F","2016-03-08",271.576,14,2016,0,5.45,4.967,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","incubation","F","2016-03-10",209.501,17,2016,0,7.392,3.421,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","incubation","F","2016-03-12",202.738,16,2016,0,9.162,4.442,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","incubation","F","2016-03-13",599.265,18,2016,0,9.562,3.971,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2016-03-15",220.835,21,2016,0,11.667,1.721,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2016-03-19",104.887,19,2016,0,9.037,1.183,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2016-03-21",296.778,14,2016,0,11.521,3.504,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2016-03-22",361.522,28,2016,0,11.604,5.121,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2016-03-23",322.646,19,2016,0,11.892,6.483,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2016-03-26",120.169,18,2016,1.071,12.071,1.892,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2016-03-29",609.885,22,2016,0,12.25,1.587,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2016-04-07",131.362,13,2016,0,13.433,4.287,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2016-04-08",97.759,17,2016,0,10.988,5.567,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2016-04-10",119.379,15,2016,0,12.408,3.458,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2016-04-17",577.715,23,2016,0.725,15.004,1.812,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2016-04-18",150.377,14,2016,0,11.567,3.075,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2016-04-27",277.13,22,2016,0,11.308,2.796,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2016-04-29",483.734,31,2016,0,12.633,2.033,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2016-05-03",662.844,21,2016,0,16.637,5.475,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2016-05-07",3327.181,30,2016,0,15.829,2.729,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2016-05-10",1897.55,29,2016,2.358,16.825,3.083,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2016-05-11",896.437,10,2016,9.321,14.567,1.183,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2016-05-13",1298.582,35,2016,0.233,15.083,2.971,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2016-05-14",94.966,20,2016,0,18.554,3.804,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2016-05-15",584.157,27,2016,0,15.412,4.638,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2016-05-16",930.341,34,2016,0,15.533,3.433,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2016-05-17",1322.275,34,2016,0,16.892,2.25,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2016-05-18",233.244,19,2016,1.046,15.683,2.663,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2016-05-19",2792.727,27,2016,0.033,16.033,3.533,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2016-05-22",977.046,35,2016,10.075,14.812,3.779,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2016-05-23",2304.825,34,2016,0,14.558,2.7,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2016-05-24",770.433,41,2016,0,15.933,2.925,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2016-05-25",1573.433,50,2016,0,16.196,1.888,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2016-05-26",903.399,37,2016,0,17.392,1.033,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2016-05-27",501.84,52,2016,0,19.279,1.846,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2016-05-28",146.985,51,2016,14.217,18.417,2.467,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2016-05-29",743.332,52,2016,0.567,17.383,2.929,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2016-05-30",634.499,57,2016,0.033,18.546,3.092,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2016-05-31",4081.599,49,2016,2.762,15.804,2.433,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2016-06-01",357.857,51,2016,0.142,16.546,1.883,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2016-06-02",1798.293,39,2016,0.075,19.046,1.788,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2016-06-03",176.213,53,2016,0.129,19.758,1.546,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2016-06-04",732.346,57,2016,4.354,20.008,1.1,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2016-06-05",333.646,48,2016,0,21.225,1.408,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2016-06-06",287.055,48,2016,0.283,21.6,1.492,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2016-06-07",1950.362,50,2016,0,22.275,1.438,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2016-06-10",1644.985,49,2016,0.221,21.462,2.083,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2016-06-11",1222.156,56,2016,0,21.688,2.921,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2016-06-12",1172.314,58,2016,0,21.7,3.154,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2016-06-13",769.991,55,2016,0.821,21.279,3.225,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2016-06-15",2316.335,50,2016,18.488,19.779,2.283,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2016-06-16",1219.941,55,2016,0,19.033,2.433,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2016-06-18",1117.199,55,2016,3.725,16.883,1.908,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2016-06-19",2012.698,51,2016,0,19.521,5.729,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2016-06-20",2470.075,51,2016,0,21.708,4.029,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2016-06-21",289.843,57,2016,0,23.488,1.663,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2016-06-22",1692.082,56,2016,0,23.712,1.629,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2016-06-25",335.06,43,2016,0,25.887,2.742,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2016-06-26",2022.449,52,2016,0,23.688,3.671,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2016-06-27",521.387,28,2016,0,23.321,4.258,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2016-06-28",733.119,45,2016,0,24.146,1.904,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2016-06-29",1522.804,59,2016,0.238,24.196,2.071,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2016-06-30",1187.176,58,2016,0,24.596,1.337,1,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2016-12-19",1504.563,10,2017,15.046,4.158,2.562,2,1,0,0
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2016-12-23",903.856,11,2017,0.004,7.525,1.779,2,1,0,0
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2016-12-24",1394.182,11,2017,0.033,8.421,2.304,2,1,0,0
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2016-12-25",426.017,13,2017,0,10.258,3.787,2,1,0,0
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2016-12-29",1855.948,14,2017,0,5.5,1.633,2,1,0,0
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2016-12-31",863.21,16,2017,0.033,4.121,1.054,2,1,0,0
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2017-01-03",1124.221,14,2017,0,3.471,5.117,2,1,0,0
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2017-01-04",1125.097,28,2017,0,4.442,4.217,2,1,0,0
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2017-01-05",2229.961,13,2017,0,5.562,6.013,2,1,0,0
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2017-01-06",404.356,12,2017,0,1.758,4.963,2,1,0,0
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2017-01-08",670.957,12,2017,0,5.004,5.121,2,1,0,0
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2017-01-09",5219.865,12,2017,0,3.483,3.312,2,1,0,0
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2017-01-10",776.88,12,2017,1.621,4.237,1.667,2,1,0,0
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2017-01-11",779.763,11,2017,0,4.496,1.471,2,1,0,0
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2017-01-12",278.64,10,2017,0.004,8.65,1.725,2,1,0,0
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2017-01-13",561.523,12,2017,0,6.554,5.175,2,1,0,0
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2017-01-14",804.85,20,2017,0.354,3.913,4.096,2,1,0,0
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2017-01-15",560.812,23,2017,0,2.958,5.15,2,1,0,0
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2017-01-17",863.893,11,2017,0,0.471,8.046,2,1,0,0
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2017-01-18",626.836,12,2017,0,-0.021,5.125,2,1,0,0
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2017-01-19",417.702,26,2017,0,0.35,2.475,2,1,0,0
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2017-01-20",1658.189,24,2017,0,2.087,1.496,2,1,0,0
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2017-01-21",731.136,25,2017,0,4.421,2.6,2,1,0,0
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2017-01-25",4252.804,28,2017,4.05,0.479,3.3,2,1,0,0
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2017-01-26",3991.575,10,2017,24.892,3.896,3.092,2,1,0,0
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2017-01-28",1679.347,15,2017,5.171,9.633,2.2,2,1,0,0
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2017-01-29",1449.84,19,2017,0,7.742,1.046,2,1,0,0
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2017-01-30",128.734,11,2017,1.233,6.75,1.242,2,1,0,0
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2017-01-31",1641.916,13,2017,2.317,9.842,1.733,2,1,0,0
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2017-02-03",318.142,10,2017,2.429,5.792,0.942,2,1,0,0
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2017-02-04",1622.03,11,2017,4.971,9.696,2.454,2,1,0,0
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2017-02-06",2114.57,10,2017,0,9.129,6.088,2,1,0,0
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2017-02-07",1126.152,10,2017,0,9.013,1.738,2,1,0,0
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2017-02-08",1781.538,32,2017,0,8.838,4.771,2,1,0,0
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2017-02-09",1836.83,37,2017,0.379,7.608,3.217,2,1,0,0
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2017-02-10",1202.943,30,2017,2.158,7.346,2.179,2,1,0,0
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2017-02-11",1865.664,21,2017,0.833,8.792,2.754,2,1,0,0
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2017-02-12",1418.525,17,2017,0,11.346,3.167,2,1,0,0
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2017-02-13",718.411,16,2017,1.163,13.512,4.729,2,1,0,0
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2017-02-14",1749.449,18,2017,0.329,12.938,3.925,2,1,0,0
"2015_30_site20_F_612__MZ [FRP-BA11225]","incubation","F","2017-02-15",351.184,20,2017,0.983,11.625,0.946,2,1,0,0
"2015_30_site20_F_612__MZ [FRP-BA11225]","incubation","F","2017-02-16",1597.503,34,2017,0.225,10.821,0.725,2,1,0,0
"2015_30_site20_F_612__MZ [FRP-BA11225]","incubation","F","2017-02-18",4542.113,36,2017,0,10.1,1.75,2,1,0,0
"2015_30_site20_F_612__MZ [FRP-BA11225]","incubation","F","2017-02-19",1108.858,34,2017,0,9,1.167,2,1,0,0
"2015_30_site20_F_612__MZ [FRP-BA11225]","incubation","F","2017-02-20",2162.753,49,2017,0,10.65,2.513,2,1,0,0
"2015_30_site20_F_612__MZ [FRP-BA11225]","incubation","F","2017-02-21",1969.125,38,2017,0,11.971,2.446,2,1,0,0
"2015_30_site20_F_612__MZ [FRP-BA11225]","incubation","F","2017-02-22",1050.67,33,2017,0.033,11.733,1.533,2,1,0,0
"2015_30_site20_F_612__MZ [FRP-BA11225]","incubation","F","2017-02-24",2100.274,38,2017,0,10.392,4.304,2,1,0,0
"2015_30_site20_F_612__MZ [FRP-BA11225]","incubation","F","2017-02-25",2615.514,44,2017,0,7.933,3.85,2,1,0,0
"2015_30_site20_F_612__MZ [FRP-BA11225]","incubation","F","2017-02-26",328.529,49,2017,0,7.554,1.121,2,1,0,0
"2015_30_site20_F_612__MZ [FRP-BA11225]","incubation","F","2017-02-27",135.697,19,2017,3.283,9.817,3.013,2,1,0,0
"2015_30_site20_F_612__MZ [FRP-BA11225]","incubation","F","2017-03-01",382.605,39,2017,0,7.942,1.592,2,1,0,0
"2015_30_site20_F_612__MZ [FRP-BA11225]","incubation","F","2017-03-02",1834.822,33,2017,0,10.637,1.729,2,1,0,0
"2015_30_site20_F_612__MZ [FRP-BA11225]","incubation","F","2017-03-03",183.763,10,2017,11.279,9.642,3.746,2,1,0,0
"2015_30_site20_F_612__MZ [FRP-BA11225]","incubation","F","2017-03-09",33.42,10,2017,0,13.988,3.392,2,1,0,0
"2015_30_site20_F_612__MZ [FRP-BA11225]","incubation","F","2017-03-11",166.667,23,2017,0,13.625,1.967,2,1,0,0
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2017-03-16",684.211,16,2017,0.033,12.379,1.467,2,1,0,0
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2017-03-17",254.198,17,2017,0.079,11.963,0.95,2,1,0,0
