"id","breeding_period","sex","date","range_movement","nobs","year","rainfall","mean_temperature","wind","n_year_on_site","laying","hatching","breeding_success"
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2017-03-19",374.225,20,2017,0,15.963,3.446,2,1,0,0
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2017-03-20",409.605,19,2017,0,14.204,1.688,2,1,0,0
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2017-03-21",253.459,20,2017,0,13.392,1.512,2,1,0,0
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2017-03-30",185.818,24,2017,0.004,13.967,1.508,2,1,0,0
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2017-03-31",5752.239,33,2017,12.883,13.042,1.992,2,1,0,0
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2017-04-03",1720.2,40,2017,0,15.058,2.9,2,1,0,0
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2017-04-05",645.361,28,2017,0.125,14.729,4.375,2,1,0,0
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2017-04-06",183.404,29,2017,0,14.467,5.425,2,1,0,0
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2017-04-07",411.713,51,2017,0,14.829,2.763,2,1,0,0
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2017-04-08",374.126,52,2017,0,14.688,1.579,2,1,0,0
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2017-04-09",162.398,49,2017,0,14.075,1.658,2,1,0,0
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2017-04-11",332.163,53,2017,0,16.404,3.754,2,1,0,0
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2017-04-12",260.185,46,2017,0,15.704,1.483,2,1,0,0
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2017-04-13",557.63,52,2017,0,17.675,2.312,2,1,0,0
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2017-04-14",389.968,51,2017,0,18.558,1.954,2,1,0,0
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2017-04-15",621.429,50,2017,0,16.512,3.275,2,1,0,0
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2017-12-20",99.683,11,2018,0,6.862,4.254,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2017-12-21",504.623,11,2018,0,7.912,2.863,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2017-12-22",233.645,11,2018,0,10.879,3.742,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2017-12-23",2172.956,12,2018,0,9.271,4.571,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2017-12-28",402.488,11,2018,0,4.392,3.496,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2018-01-12",294.976,13,2018,0,7.95,3.846,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2018-01-13",303.484,15,2018,1.933,6.108,1.579,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2018-01-14",3142.917,13,2018,2.875,8.15,2.446,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2018-01-15",238.918,12,2018,0.212,8.55,1.433,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2018-01-17",307.252,14,2018,0,9.8,4.604,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2018-01-19",4740.112,29,2018,0,8.854,2.362,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2018-01-21",273.714,16,2018,0,12.404,3.217,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2018-01-22",2153.739,15,2018,0.008,14.775,4.708,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2018-01-23",123.314,21,2018,0,11.062,3.417,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2018-01-24",1342.687,13,2018,0.325,8.912,1.638,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2018-01-29",1786.823,12,2018,0.067,8.671,2.783,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2018-01-30",3705.373,27,2018,0,7.867,2.108,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2018-01-31",4635.033,12,2018,1.871,7.404,1.279,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2018-02-04",1271.185,21,2018,2.779,4.983,1.496,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2018-02-05",144.413,13,2018,22.754,4.975,2.429,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2018-02-06",141.092,10,2018,5.075,4.483,3.112,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2018-02-07",2235.069,20,2018,0,3.129,3.529,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2018-02-08",1993.666,26,2018,0,2.875,2.696,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2018-02-09",809.264,27,2018,0.429,3.029,1.917,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2018-02-10",4458.743,33,2018,0,4.954,5.325,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2018-02-11",143.531,13,2018,0,6.533,1.754,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2018-02-12",1258.653,34,2018,0,4.971,4.3,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2018-02-13",3200.133,28,2018,0,3.267,1.9,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2018-02-14",489.221,30,2018,0.887,4.167,1.246,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","incubation","F","2018-02-15",4363.349,16,2018,0.017,6.133,0.85,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","incubation","F","2018-02-16",709.309,25,2018,1.038,9.429,0.725,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","incubation","F","2018-02-17",737.382,13,2018,2.204,9.208,1.483,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","incubation","F","2018-02-18",2424.54,21,2018,0,6.888,4.154,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","incubation","F","2018-02-19",394.799,29,2018,0,6.246,3.167,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","incubation","F","2018-02-20",1072.718,31,2018,0,7.112,3.9,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","incubation","F","2018-02-21",1495.855,41,2018,0,4.237,6.046,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","incubation","F","2018-02-22",1741.7,39,2018,0,3.938,4.463,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","incubation","F","2018-02-23",1914.007,41,2018,0,3.358,3.438,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","incubation","F","2018-02-24",982.72,25,2018,0.438,4.6,2.404,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","incubation","F","2018-02-25",1589.277,45,2018,0,4.358,4.233,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","incubation","F","2018-02-26",1286.097,44,2018,0,-0.375,5.812,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","incubation","F","2018-02-27",1456.985,44,2018,0,-3.292,4.862,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","incubation","F","2018-02-28",1490.803,22,2018,10.329,-1.638,2.775,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","incubation","F","2018-03-01",97.434,12,2018,26.504,3.521,1.929,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","incubation","F","2018-03-02",131.989,11,2018,5.729,8.242,3.067,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","incubation","F","2018-03-03",2065.857,30,2018,0,9.404,2.388,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","incubation","F","2018-03-04",190.933,18,2018,13.775,8.188,2.237,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","incubation","F","2018-03-07",209.549,27,2018,0,8.458,2.575,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","incubation","F","2018-03-13",101.335,21,2018,0,9.662,1.488,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","incubation","F","2018-03-14",69.231,19,2018,16.079,10.204,3.354,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2018-03-16",52.062,21,2018,3.558,10.238,1.408,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2018-03-17",278.621,27,2018,2.604,9.054,1.337,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2018-03-18",68.285,11,2018,0.125,8.146,2.529,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2018-03-19",157.004,21,2018,0,7.375,1.996,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2018-03-20",112.438,26,2018,0,5.912,7.896,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2018-03-21",48.101,26,2018,0,6.196,7.708,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2018-03-22",120.889,15,2018,0,7.392,6.175,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2018-03-23",469.544,28,2018,0,9.504,3.479,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2018-03-24",87.274,11,2018,0.967,8.054,1.496,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2018-03-25",98.585,13,2018,0,10.179,1.862,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2018-03-26",87.973,23,2018,0.004,11.529,3.725,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2018-03-28",209.385,27,2018,0.233,14.425,2.879,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2018-03-29",823.929,27,2018,0,12.796,1.117,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2018-03-30",89.548,10,2018,11.912,9.988,2.254,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2018-03-31",223.477,18,2018,0.004,9.121,3.346,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2018-04-01",162.932,32,2018,0,9.942,1.575,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2018-04-03",599.485,24,2018,0.25,13.146,4.183,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2018-04-05",263.8,27,2018,0,13,2.112,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2018-04-06",68.679,21,2018,0.162,11.533,2.329,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2018-04-07",90.327,19,2018,0,13.292,2.083,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2018-04-08",23.334,11,2018,7.121,13.171,1.438,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2018-04-09",64.707,15,2018,6.896,12.371,3.354,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2018-04-10",229.456,24,2018,3.767,12.133,4.942,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2018-04-14",135.982,10,2018,0.696,12.938,2.567,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2018-04-16",186.768,14,2018,0,17.525,3.7,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2018-04-18",114.647,31,2018,0,18.25,2.308,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2018-04-19",91.322,29,2018,0,17.688,1.5,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2018-04-20",219.909,44,2018,0.004,18.279,1.554,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2018-04-21",322.677,16,2018,0,18.95,1.417,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2018-04-23",22.618,19,2018,0.546,17.433,0.983,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2018-04-24",1728.826,53,2018,0,19.85,2.092,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2018-04-25",349.669,36,2018,0,19.725,1.362,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2018-04-26",97.217,39,2018,0,17.983,4.404,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2018-04-27",138.349,30,2018,0,16.304,1.954,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2018-04-28",214.075,30,2018,0,16.208,2.258,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2018-04-29",1392.928,16,2018,18.067,13.604,3.671,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2018-04-30",37.277,13,2018,2.225,11.433,1.067,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2018-05-01",139.03,15,2018,2.1,11.233,2.992,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2018-05-02",107.961,28,2018,0,14.862,3.521,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2018-05-03",100.325,37,2018,0,16.329,6.596,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2018-05-04",45.956,35,2018,0.25,17.837,3.962,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2018-05-05",92.212,48,2018,0.633,18.667,1.596,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2018-05-06",110.145,44,2018,0.096,19.475,1.304,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2018-05-07",211.259,43,2018,3.067,18.633,1.388,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2018-05-08",196.818,39,2018,1.233,18.325,1.3,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2018-05-09",444.576,33,2018,7.092,18.767,2.625,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2018-05-10",94.779,23,2018,0,17.454,3.017,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2018-05-12",116.056,36,2018,10.896,15.65,2.692,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2018-05-14",143.502,17,2018,4.296,10.796,2.004,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2018-05-15",677.55,51,2018,0,16.096,2.596,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2018-05-16",99.17,47,2018,1.183,17.404,2.025,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2018-05-19",73.054,49,2018,5.208,18.7,2.021,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2018-05-21",1074.558,52,2018,1.146,18.337,1.171,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2018-05-22",122.073,17,2018,5.638,17.729,1.238,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2018-05-23",96.59,24,2018,3.317,18.704,1.012,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2018-05-25",419.334,57,2018,0,20.104,1.646,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2018-05-26",125.177,44,2018,0.212,20.229,1.404,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2018-05-27",150.622,51,2018,1.146,20.887,2.138,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2018-05-30",818.315,33,2018,5.779,17.671,1.738,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2018-05-31",183.498,52,2018,5.304,18.146,1.254,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2018-06-01",6932.917,57,2018,1.112,20.45,1.567,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2018-06-02",235.454,49,2018,0,21.454,1.663,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2018-06-03",88.757,44,2018,0.983,20.087,1.183,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2018-06-07",1552.485,52,2018,3.087,18.863,1.117,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2018-06-08",8346.504,58,2018,0.633,20.738,1.15,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2018-06-09",139.523,59,2018,0.038,21.633,1.55,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2018-06-10",109.11,59,2018,4.171,21.492,1.442,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2018-06-11",1612.74,37,2018,23.975,18.654,1.329,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2018-06-12",569.538,54,2018,0.692,19.792,1.767,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2018-06-13",1300.609,58,2018,0,20.246,5.217,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2018-06-15",170.237,49,2018,0,22.442,4.208,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2018-06-17",1434.857,60,2018,0,23.217,4.433,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2018-06-19",263.477,58,2018,0,25.175,3.983,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2018-06-21",197.85,58,2018,2.954,25,1.688,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2018-06-23",2099.556,56,2018,0,22.267,4.583,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2018-06-24",2257.695,59,2018,0,22.629,3.146,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2018-06-26",1501.018,57,2018,0,23.575,2.267,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2018-06-27",179.421,50,2018,0.125,25.046,1.45,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","rearing","F","2018-06-29",602.002,60,2018,0.062,23.654,1.867,3,1,1,1
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2018-12-15",3537.935,10,2019,3.154,2.475,1.883,4,1,1,2
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2018-12-29",284.183,10,2019,0,5.25,3.033,4,1,1,2
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2018-12-30",1920.234,13,2019,0,7.683,4.45,4,1,1,2
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2019-01-01",4768.609,20,2019,0,8.463,4.975,4,1,1,2
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2019-01-02",1989.148,16,2019,0,7.642,6.767,4,1,1,2
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2019-01-03",3278.887,32,2019,0,5.529,5.171,4,1,1,2
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2019-01-04",19.776,17,2019,0,5.154,6.421,4,1,1,2
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2019-01-05",60.513,13,2019,0,6.308,7.5,4,1,1,2
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2019-01-06",365.096,29,2019,0,6.417,8.092,4,1,1,2
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2019-01-07",78.685,32,2019,0,5.321,6.167,4,1,1,2
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2019-01-08",426.194,26,2019,0,6.625,3.142,4,1,1,2
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2019-01-09",833.054,23,2019,0,6.304,5.542,4,1,1,2
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2019-01-11",864.921,37,2019,0,3.417,5.004,4,1,1,2
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2019-01-12",761.945,35,2019,0,6.617,4.421,4,1,1,2
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2019-01-13",292.893,18,2019,0,9.942,2.225,4,1,1,2
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2019-01-14",458.067,34,2019,0,10.792,5.104,4,1,1,2
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2019-01-15",1377.948,34,2019,0,7.379,4.354,4,1,1,2
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2019-01-16",122.247,42,2019,0.688,6.542,1.546,4,1,1,2
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2019-01-17",230.922,25,2019,0,8.533,1.771,4,1,1,2
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2019-01-18",409.342,15,2019,0,4.817,2.958,4,1,1,2
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2019-01-19",299.034,26,2019,1.158,4.013,1.45,4,1,1,2
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2019-01-20",175.405,11,2019,1.258,4.417,1.308,4,1,1,2
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2019-01-21",559.814,23,2019,0.096,4.283,3.129,4,1,1,2
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2019-01-22",549.104,24,2019,0.029,3.288,1.938,4,1,1,2
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2019-01-23",275.983,14,2019,1.262,3.121,1.767,4,1,1,2
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2019-01-24",67.986,25,2019,0,3.304,6.871,4,1,1,2
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2019-01-25",118.92,34,2019,0,3.879,5.333,4,1,1,2
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2019-01-26",96.59,40,2019,0,6.7,2.542,4,1,1,2
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2019-01-27",615.116,35,2019,0,6.592,3.925,4,1,1,2
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2019-01-28",162.865,32,2019,0,4.713,2.337,4,1,1,2
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2019-01-29",351.345,12,2019,3.271,4.513,1.783,4,1,1,2
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2019-01-30",570.94,24,2019,0.075,4.963,2.117,4,1,1,2
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2019-01-31",150.173,10,2019,14.204,5.192,1.362,4,1,1,2
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2019-02-04",1749.012,10,2019,0,5.204,3.587,4,1,1,2
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2019-02-05",1238.343,14,2019,0,6.662,2.004,4,1,1,2
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2019-02-06",1425.494,22,2019,0,6.537,2.179,4,1,1,2
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2019-02-07",41.377,16,2019,0,6.329,1.629,4,1,1,2
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2019-02-08",714.709,32,2019,0,7.367,1.438,4,1,1,2
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2019-02-09",452.705,17,2019,0,7.033,0.913,4,1,1,2
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2019-02-10",293.185,14,2019,0.117,9.442,2.004,4,1,1,2
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2019-02-11",4122.124,33,2019,0,8.004,3.529,4,1,1,2
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2019-02-12",672.896,33,2019,0,8.329,5.583,4,1,1,2
"2015_30_site20_F_612__MZ [FRP-BA11225]","pre_breeding","F","2019-02-13",2131.427,39,2019,0,7.758,2.033,4,1,1,2
"2015_30_site20_F_612__MZ [FRP-BA11225]","incubation","F","2019-02-15",213.092,31,2019,0.038,6.129,0.842,4,1,1,2
"2015_30_site20_F_612__MZ [FRP-BA11225]","incubation","F","2019-02-16",143.506,38,2019,0.062,6.892,0.767,4,1,1,2
"2015_30_site20_F_612__MZ [FRP-BA11225]","incubation","F","2019-02-17",231.043,31,2019,0,8.238,1.225,4,1,1,2
"2015_30_site20_F_612__MZ [FRP-BA11225]","incubation","F","2019-02-18",50.289,13,2019,0,8.504,1.612,4,1,1,2
"2015_30_site20_F_612__MZ [FRP-BA11225]","incubation","F","2019-02-19",83.488,11,2019,0.062,6.546,0.846,4,1,1,2
"2015_30_site20_F_612__MZ [FRP-BA11225]","incubation","F","2019-02-20",116.304,17,2019,0.033,6.379,0.938,4,1,1,2
"2015_30_site20_F_612__MZ [FRP-BA11225]","incubation","F","2019-02-21",47.943,27,2019,0.033,7.7,0.979,4,1,1,2
"2015_30_site20_F_612__MZ [FRP-BA11225]","incubation","F","2019-02-24",62.827,19,2019,0,10.921,1.058,4,1,1,2
"2015_30_site20_F_612__MZ [FRP-BA11225]","incubation","F","2019-02-25",50.981,18,2019,0,9.671,0.779,4,1,1,2
"2015_30_site20_F_612__MZ [FRP-BA11225]","incubation","F","2019-02-26",153.372,22,2019,0,10.883,1.654,4,1,1,2
"2015_30_site20_F_612__MZ [FRP-BA11225]","incubation","F","2019-02-27",109.744,25,2019,0,10.988,1.571,4,1,1,2
"2015_30_site20_F_612__MZ [FRP-BA11225]","incubation","F","2019-02-28",104.04,28,2019,0,12.333,2.696,4,1,1,2
"2015_30_site20_F_612__MZ [FRP-BA11225]","incubation","F","2019-03-03",96.286,21,2019,0,10.933,1.617,4,1,1,2
